adminCode	date	cases	epiWeek	year	population	evi_0avg	temperature_0avg	precip_0avg	adminName	region	geozone
NG015	2012-01-16	0	3	2012	2376226.75	0.296408019484691	32.8786767762681	0.0139695264897237	Federal Capital Territory	north	North Central
NG016	2012-01-16	0	3	2012	2674475.75	0.224870707616656	34.2112953278571	0.000815246254128467	Gombe	north	North East
NG017	2012-01-16	0	3	2012	4700829.5	0.374414738432362	29.0188309476845	0.633238626190399	Imo	south	South East
NG018	2012-01-16	0	3	2012	4893070	0.212495266933541	32.1796858267288	0.00032832994144614	Jigawa	north	North West
NG019	2012-01-16	0	3	2012	7308888	0.250001651360764	32.6695195891907	0.00398110418927804	Kaduna	north	North West
NG020	2012-01-16	0	3	2012	11311272	0.207628940902378	31.7771558647636	0.000904853789936741	Kano	north	North West
NG021	2012-01-16	0	3	2012	6854461.5	0.202471589020116	32.0520887032675	0.000339295185132136	Katsina	north	North West
NG022	2012-01-16	0	3	2012	3752805	0.218800885213954	33.9511685830857	0.000843464280386864	Kebbi	north	North West
NG023	2012-01-16	0	3	2012	3740277.25	0.314716911604204	30.520637100622	0.118861893973648	Kogi	north	North Central
NG024	2012-01-16	0	3	2012	2737655.75	0.284049349774236	32.3780027949014	0.0709161448834169	Kwara	north	North Central
NG025	2012-01-16	0	3	2012	10389548	0.324994725729868	28.2655114074647	0.67435042261914	Lagos	south	South West
NG026	2012-01-16	0	3	2012	2204974	0.284534123770144	33.4931503426732	0.0275924372314496	Nasarawa	north	North Central
NG027	2012-01-16	0	3	2012	4816331	0.261211972239154	33.8845458214774	0.00772125116182692	Niger	north	North Central
NG028	2012-01-16	0	3	2012	5007208	0.390226599724413	29.8212365145532	0.482161864296926	Ogun	south	South West
NG029	2012-01-16	3	3	2012	4147945.5	0.411015834178286	28.8258632968577	0.438409221428575	Ondo	south	South West
NG030	2012-01-16	0	3	2012	3955975.75	0.417530502721613	28.566423076192	0.33655108273804	Osun	south	South West
NG031	2012-01-16	0	3	2012	6664915	0.324397054959149	31.4670011296213	0.18018083773809	Oyo	south	South West
NG032	2012-01-16	0	3	2012	3731470.25	0.243978562418496	33.742819982536	0.00777648902769929	Plateau	north	North Central
NG033	2012-01-16	0	3	2012	6341356.5	0.292479841475178	27.4802085949489	1.86904588559526	Rivers	south	South South
NG034	2012-01-16	0	3	2012	4482692.5	0.190772889162146	33.2006148455744	7.57244450007889e-05	Sokoto	north	North West
NG035	2012-01-16	0	3	2012	2592772.75	0.293110008317081	31.5520489289599	0.0389919032647014	Taraba	north	North East
NG036	2012-01-16	0	3	2012	2820712.5	0.18682967946437	33.4906812281105	8.22549396047326e-05	Yobe	north	North East
NG037	2012-01-16	0	3	2012	3840363.5	0.219842605285533	33.3848968487394	0.000220435212028185	Zamfara	north	North West
NG001	2012-01-23	0	4	2012	3369002	0.362247561256261	28.969013064002	0.634359059880994	Abia	south	South East
NG002	2012-01-23	0	4	2012	3917456.75	0.23377972755464	34.3562145412551	0.00367004225916072	Adamawa	north	North East
NG003	2012-01-23	0	4	2012	4666465	0.347060656043248	27.5367674611052	1.1473103182143	Akwa Ibom	south	South South
NG004	2012-01-23	0	4	2012	4827833	0.281093944728754	29.898165630317	0.262342432261843	Anambra	south	South East
NG005	2012-01-23	0	4	2012	5548042.5	0.211958664182876	32.8465812634498	0.00209963849160942	Bauchi	north	North East
NG006	2012-01-23	0	4	2012	1964008.625	0.316424093147522	26.4768035862683	1.65180788357132	Bayelsa	south	South South
NG007	2012-01-23	0	4	2012	5016567	0.278863814144038	31.9219786961652	0.102248587832179	Benue	north	North Central
NG008	2012-01-23	0	4	2012	5062091.5	0.191859658236932	34.2260564119447	7.8406846062668e-05	Borno	north	North East
NG009	2012-01-23	0	4	2012	3210480.25	0.380475722595686	27.9362432235051	0.553103204880968	Cross River	south	South South
NG010	2012-01-23	0	4	2012	4855004.5	0.317928072699779	28.4243371723141	0.735030929369641	Delta	south	South South
NG011	2012-01-23	0	4	2012	2604509	0.307446964108022	30.8875909251831	0.228771981309543	Ebonyi	south	South East
NG012	2012-01-23	15	4	2012	3899594.75	0.378145566308073	29.8224953070951	0.34992523099706	Edo	south	South South
NG013	2012-01-23	0	4	2012	2902741.25	0.379220677630592	28.9673822644568	0.231906764880962	Ekiti	south	South West
NG014	2012-01-23	0	4	2012	3787212	0.310414896737113	30.2920196479541	0.188889700714219	Enugu	south	South East
NG015	2012-01-23	0	4	2012	2376226.75	0.276241611463457	33.0848699218133	0.0163642978636525	Federal Capital Territory	north	North Central
NG016	2012-01-23	0	4	2012	2674475.75	0.215173170637633	33.9838183569644	0.000763844468414181	Gombe	north	North East
NG017	2012-01-23	0	4	2012	4700829.5	0.358331606690674	29.0373653724205	0.448499831190399	Imo	south	South East
NG018	2012-01-23	0	4	2012	4893070	0.205721310942901	31.694962702175	0.000221105615820188	Jigawa	north	North West
NG019	2012-01-23	0	4	2012	7308888	0.236954892820887	32.668230765813	0.00434053381556673	Kaduna	north	North West
NG020	2012-01-23	0	4	2012	11311272	0.198975465838476	31.3464242960045	0.000791094194594003	Kano	north	North West
NG021	2012-01-23	0	4	2012	6854461.5	0.194482440021183	31.5153322476771	0.000350687294354828	Katsina	north	North West
NG022	2012-01-23	0	4	2012	3752805	0.209507086426177	33.6338364952276	0.000781810351815435	Kebbi	north	North West
NG023	2012-01-23	0	4	2012	3740277.25	0.298964344731025	30.6945420096919	0.112794665164124	Kogi	north	North Central
NG024	2012-01-23	0	4	2012	2737655.75	0.267945514975671	32.4640381072384	0.0660503266691312	Kwara	north	North Central
NG025	2012-01-23	0	4	2012	10389548	0.314905387381021	28.2679928737723	0.542224133214378	Lagos	south	South West
NG026	2012-01-23	0	4	2012	2204974	0.266927275082657	33.7146642606814	0.0235932506838306	Nasarawa	north	North Central
NG027	2012-01-23	0	4	2012	4816331	0.245732537760182	33.8937718816231	0.00917982183839644	Niger	north	North Central
NG028	2012-01-23	0	4	2012	5007208	0.370726641596785	29.9731475067481	0.409174850011212	Ogun	south	South West
NG029	2012-01-23	0	4	2012	4147945.5	0.395314355146556	28.9315740016858	0.345503315000003	Ondo	south	South West
NG030	2012-01-23	0	4	2012	3955975.75	0.398124929018241	28.6426339303983	0.260356348095183	Osun	south	South West
NG031	2012-01-23	0	4	2012	6664915	0.305267493378435	31.605295095183	0.153614992023805	Oyo	south	South West
NG032	2012-01-23	0	4	2012	3731470.25	0.232102295037725	33.8181053321155	0.00777794534062226	Plateau	north	North Central
NG033	2012-01-23	0	4	2012	6341356.5	0.280048934312129	27.4332767621569	1.32277573511907	Rivers	south	South South
NG034	2012-01-23	0	4	2012	4482692.5	0.185001677235026	32.6469811531498	7.28067922029186e-05	Sokoto	north	North West
NG035	2012-01-23	0	4	2012	2592772.75	0.277098615818734	31.7406844469536	0.02884986183613	Taraba	north	North East
NG036	2012-01-23	0	4	2012	2820712.5	0.181812170649924	32.9152222258516	8.08678638736731e-05	Yobe	north	North East
NG037	2012-01-23	0	4	2012	3840363.5	0.209603595199397	33.049765577397	0.000221431755532947	Zamfara	north	North West
NG001	2012-01-30	0	5	2012	3369002	0.344255088750408	28.9154176002785	0.532692137619089	Abia	south	South East
NG002	2012-01-30	0	5	2012	3917456.75	0.223150080285377	34.1564489632022	0.00461885587217068	Adamawa	north	North East
NG003	2012-01-30	0	5	2012	4666465	0.335607519190443	27.4933887472402	0.845101251666679	Akwa Ibom	south	South South
NG004	2012-01-30	0	5	2012	4827833	0.271149839145379	29.8549454003454	0.276384547976128	Anambra	south	South East
NG005	2012-01-30	0	5	2012	5548042.5	0.204276256276294	32.454565431241	0.00330669910231537	Bauchi	north	North East
NG006	2012-01-30	0	5	2012	1964008.625	0.30836868245014	26.3139092084325	1.32697540607132	Bayelsa	south	South South
NG007	2012-01-30	0	5	2012	5016567	0.262015526790709	32.0383195848685	0.111608163928537	Benue	north	North Central
NG008	2012-01-30	0	5	2012	5062091.5	0.186616596096353	33.7716084211368	0.000132946367401383	Borno	north	North East
NG009	2012-01-30	0	5	2012	3210480.25	0.367233853754833	28.0046739712582	0.416671570238111	Cross River	south	South South
NG010	2012-01-30	0	5	2012	4855004.5	0.30486905592763	28.3921170051935	0.653942405202974	Delta	south	South South
NG011	2012-01-30	0	5	2012	2604509	0.291279140891086	30.8883976839438	0.236753179642876	Ebonyi	south	South East
NG012	2012-01-30	15	5	2012	3899594.75	0.359131167650878	29.8744720981898	0.344366004211346	Edo	south	South South
NG013	2012-01-30	0	5	2012	2902741.25	0.360080310263668	28.972220342843	0.246172614285724	Ekiti	south	South West
NG014	2012-01-30	0	5	2012	3787212	0.294583356883055	30.2817248468478	0.196519160833267	Enugu	south	South East
NG015	2012-01-30	0	5	2012	2376226.75	0.257516651157929	33.1563686759835	0.0247446305952271	Federal Capital Territory	north	North Central
NG016	2012-01-30	0	5	2012	2674475.75	0.206793521572628	33.5484430820465	0.00149901863508085	Gombe	north	North East
NG017	2012-01-30	0	5	2012	4700829.5	0.342345994523982	28.9806092351983	0.44729779511897	Imo	south	South East
NG018	2012-01-30	0	5	2012	4893070	0.199747122736305	31.0978362995204	0.000406836556251616	Jigawa	north	North West
NG019	2012-01-30	0	5	2012	7308888	0.22556289915482	32.5419652048632	0.00770714256117899	Kaduna	north	North West
NG020	2012-01-30	0	5	2012	11311272	0.19155811318941	30.792414536319	0.00162354967078448	Kano	north	North West
NG021	2012-01-30	0	5	2012	6854461.5	0.187528433547288	30.9147406469228	0.000563486835305899	Katsina	north	North West
NG022	2012-01-30	0	5	2012	3752805	0.201271418965754	33.271249414505	0.000949722018502393	Kebbi	north	North West
NG023	2012-01-30	0	5	2012	3740277.25	0.283270706813801	30.7662343290073	0.124167365668443	Kogi	north	North Central
NG024	2012-01-30	0	5	2012	2737655.75	0.252808888929795	32.4689400278441	0.0773958992881788	Kwara	north	North Central
NG025	2012-01-30	0	5	2012	10389548	0.305221134652716	28.2439592442819	0.457860630952474	Lagos	south	South West
NG026	2012-01-30	1	5	2012	2204974	0.250598592111914	33.7610840861823	0.0301512041405671	Nasarawa	north	North Central
NG027	2012-01-30	0	5	2012	4816331	0.231756989466103	33.8466134823543	0.0127388036177105	Niger	north	North Central
NG028	2012-01-30	0	5	2012	5007208	0.349834646133164	30.0711061513403	0.361107653188961	Ogun	south	South West
NG029	2012-01-30	0	5	2012	4147945.5	0.37879948685151	28.9546856450454	0.318083460000003	Ondo	south	South West
NG030	2012-01-30	0	5	2012	3955975.75	0.378142211514392	28.6284667487695	0.231347896666611	Osun	south	South West
NG031	2012-01-30	0	5	2012	6664915	0.286790452043039	31.6979939990865	0.151525355357138	Oyo	south	South West
NG032	2012-01-30	1	5	2012	3731470.25	0.221406026773139	33.6790588794813	0.0120534171263366	Plateau	north	North Central
NG033	2012-01-30	1	5	2012	6341356.5	0.268082135138443	27.3755192868832	1.08733396166669	Rivers	south	South South
NG034	2012-01-30	0	5	2012	4482692.5	0.179840779869195	32.0592583750885	7.71629979819375e-05	Sokoto	north	North West
NG035	2012-01-30	4	5	2012	2592772.75	0.261928822825722	31.8073325034573	0.0308038304494001	Taraba	north	North East
NG036	2012-01-30	0	5	2012	2820712.5	0.17750624658518	32.3066026355131	0.00012184918718622	Yobe	north	North East
NG037	2012-01-30	0	5	2012	3840363.5	0.200748962666705	32.6408139170072	0.000314057699138102	Zamfara	north	North West
NG001	2012-02-06	0	6	2012	3369002	0.327841456869864	28.9472924553168	0.489827385714327	Abia	south	South East
NG002	2012-02-06	0	6	2012	3917456.75	0.213995554913044	34.0792182533173	0.00293304251529841	Adamawa	north	North East
NG003	2012-02-06	0	6	2012	4666465	0.324858822396817	27.4805023795425	0.708766396071441	Akwa Ibom	south	South South
NG004	2012-02-06	1	6	2012	4827833	0.261091293136772	29.9029094046932	0.269662205833271	Anambra	south	South East
NG005	2012-02-06	0	6	2012	5548042.5	0.197652515104097	32.2386888091707	0.00239033804574642	Bauchi	north	North East
NG006	2012-02-06	0	6	2012	1964008.625	0.301132733015113	26.1732794119586	1.07916972988085	Bayelsa	south	South South
NG007	2012-02-06	0	6	2012	5016567	0.247214800958479	32.1787810479526	0.0994775324999654	Benue	north	North Central
NG008	2012-02-06	0	6	2012	5062091.5	0.182165746614277	33.5882661956072	8.70137278483744e-05	Borno	north	North East
NG009	2012-02-06	0	6	2012	3210480.25	0.354401593416247	28.0835086362816	0.356484230000016	Cross River	south	South South
NG010	2012-02-06	0	6	2012	4855004.5	0.292858736890073	28.3778405323302	0.58251557294107	Delta	south	South South
NG011	2012-02-06	4	6	2012	2604509	0.27649448527584	30.974892301146	0.238439621071447	Ebonyi	south	South East
NG012	2012-02-06	9	6	2012	3899594.75	0.34105740337109	29.9748404110511	0.32131704723517	Edo	south	South South
NG013	2012-02-06	0	6	2012	2902741.25	0.342229625196561	29.0159057332123	0.225567806309534	Ekiti	south	South West
NG014	2012-02-06	0	6	2012	3787212	0.280963684733675	30.3875055654416	0.195137347142791	Enugu	south	South East
NG015	2012-02-06	0	6	2012	2376226.75	0.241298382992104	33.2740070929968	0.0223898157142747	Federal Capital Territory	north	North Central
NG016	2012-02-06	0	6	2012	2674475.75	0.199607564624661	33.346210285888	0.00127903813200871	Gombe	north	North East
NG017	2012-02-06	0	6	2012	4700829.5	0.328026758612965	28.9735787242773	0.417062430714208	Imo	south	South East
NG018	2012-02-06	0	6	2012	4893070	0.194494727948256	30.7850930715237	0.000299594948535188	Jigawa	north	North West
NG019	2012-02-06	0	6	2012	7308888	0.216198620987234	32.4883157657575	0.0068559364015403	Kaduna	north	North West
NG020	2012-02-06	0	6	2012	11311272	0.185226495963727	30.4876655572756	0.00153965967078448	Kano	north	North West
NG021	2012-02-06	0	6	2012	6854461.5	0.181508274279883	30.6065382389345	0.000513488302374149	Katsina	north	North West
NG022	2012-02-06	0	6	2012	3752805	0.194128515242621	33.1181856894529	0.000930038362400488	Kebbi	north	North West
NG023	2012-02-06	0	6	2012	3740277.25	0.269119939888409	30.8999230832089	0.106001975430348	Kogi	north	North Central
NG024	2012-02-06	0	6	2012	2737655.75	0.23948825543097	32.5367282240695	0.0681294439310359	Kwara	north	North Central
NG025	2012-02-06	0	6	2012	10389548	0.296599047280945	28.1748440508369	0.479406355595331	Lagos	south	South West
NG026	2012-02-06	1	6	2012	2204974	0.236625401822296	33.8727998929988	0.0230762931881862	Nasarawa	north	North Central
NG027	2012-02-06	0	6	2012	4816331	0.219795638768143	33.8742870953029	0.0110567313558057	Niger	north	North Central
NG028	2012-02-06	0	6	2012	5007208	0.328957012518026	30.192439395659	0.377689920801683	Ogun	south	South West
NG029	2012-02-06	3	6	2012	4147945.5	0.362962611497108	28.9657299982161	0.324419103452384	Ondo	south	South West
NG030	2012-02-06	0	6	2012	3955975.75	0.359311567619553	28.6438520002196	0.236263452499944	Osun	south	South West
NG031	2012-02-06	0	6	2012	6664915	0.26997457464791	31.8177509010286	0.150852203690471	Oyo	south	South West
NG032	2012-02-06	0	6	2012	3731470.25	0.212154341778288	33.6683247926645	0.00912253962633655	Plateau	north	North Central
NG033	2012-02-06	0	6	2012	6341356.5	0.258031168827766	27.3094864401723	0.891640535833352	Rivers	south	South South
NG034	2012-02-06	0	6	2012	4482692.5	0.175187382652614	31.718917830561	5.92014267142633e-05	Sokoto	north	North West
NG035	2012-02-06	4	6	2012	2592772.75	0.248334324995233	31.9335910394781	0.0238430986636858	Taraba	north	North East
NG036	2012-02-06	0	6	2012	2820712.5	0.17374801587345	31.979417775954	6.84276687674071e-05	Yobe	north	North East
NG037	2012-02-06	0	6	2012	3840363.5	0.193321571406573	32.4812541788432	0.000231454484852388	Zamfara	north	North West
NG001	2012-02-13	0	7	2012	3369002	0.312965361307766	29.1170920096218	0.524562384285756	Abia	south	South East
NG002	2012-02-13	0	7	2012	3917456.75	0.205966656516004	34.3323084299341	0.00319443541774401	Adamawa	north	North East
NG003	2012-02-13	0	7	2012	4666465	0.314879755433632	27.5561676511395	0.732044558452394	Akwa Ibom	south	South South
NG004	2012-02-13	0	7	2012	4827833	0.251030101849176	30.0305031733394	0.311375386071367	Anambra	south	South East
NG005	2012-02-13	0	7	2012	5548042.5	0.1918315762111	32.4807297736219	0.00335301479024452	Bauchi	north	North East
NG006	2012-02-13	0	7	2012	1964008.625	0.294732729555764	26.1257247330393	1.07823967428561	Bayelsa	south	South South
NG007	2012-02-13	0	7	2012	5016567	0.234230239004546	32.4987059343218	0.0970110977380606	Benue	north	North Central
NG008	2012-02-13	0	7	2012	5062091.5	0.178314627474024	33.761556190028	0.000112779995288255	Borno	north	North East
NG009	2012-02-13	0	7	2012	3210480.25	0.341983476507142	28.3629089524968	0.369331385528505	Cross River	south	South South
NG010	2012-02-13	0	7	2012	4855004.5	0.282106034312654	28.4217141003726	0.616112343655355	Delta	south	South South
NG011	2012-02-13	0	7	2012	2604509	0.263005982735445	31.217692599282	0.2638661359524	Ebonyi	south	South East
NG012	2012-02-13	3	7	2012	3899594.75	0.323790667670476	30.1750503922223	0.329381845261789	Edo	south	South South
NG013	2012-02-13	0	7	2012	2902741.25	0.325666363430096	29.1684705579979	0.227653471071438	Ekiti	south	South West
NG014	2012-02-13	0	7	2012	3787212	0.269379554376208	30.5821782482375	0.2099365241666	Enugu	south	South East
NG015	2012-02-13	0	7	2012	2376226.75	0.227210256727006	33.4895288957102	0.0243902267857032	Federal Capital Territory	north	North Central
NG016	2012-02-13	0	7	2012	2674475.75	0.1933026027483	33.5351385805566	0.00174688532767299	Gombe	north	North East
